House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
18,Love Avenue,Darren,Kelly,40,Son,Single,Male,Purchasing manager,None,Christian
18,Love Avenue,Linda,Kelly,38,Daughter,Single,Female,Unemployed,None,Christian
18,Love Avenue,Shirley,Kelly,35,Daughter,Single,Female,"Accountant, chartered public finance",None,None
18,Love Avenue,Glenn,Kelly,33,Son,Single,Male,Health visitor,None,Christian
18,Love Avenue,Graham,Kelly,29,Son,Single,Male,"Editor, magazine features",None,Christian
18,Love Avenue,Bruce,Kelly,25,Son,Single,Male,Race relations officer,None,None
18,Love Avenue,Charlene,Kelly,8,Daughter,NA,Female,Student,None,NA
19,Love Avenue,Jennifer,Wade,50,Head,Married,Female,Ceramics designer,None,None
19,Love Avenue,Maurice,Wade,48,Husband,Married,Male,"Teacher, secondary school",None,None
19,Love Avenue,Lynda,Wade,16,Daughter,NA,Female,Student,None,NA
19,Love Avenue,Eleanor,Smith-Wade,12,Daughter,NA,Female,Student,None,NA
19,Love Avenue,Rachel,Smith-Wade,9,Daughter,NA,Female,Student,None,NA
19,Love Avenue,Emma,Smith-Wade,8,Daughter,NA,Female,Student,None,NA
19,Love Avenue,Naomi,Smith-Wade,5,Daughter,NA,Female,Student,None,NA
20,Love Avenue,Janice,Gregory,38,Head,Married,Female,Private music teacher,None,None
20,Love Avenue,Hugh,Gregory,41,Husband,Married,Male,Music tutor,None,None
20,Love Avenue,Paula,Gregory,0,Daughter,NA,Female,Child,None,NA
21,Love Avenue,Natasha,Andrews,25,Head,Married,Female,"Engineer, production",None,None
21,Love Avenue,Norman,Andrews,25,Husband,Married,Male,Publishing rights manager,None,None
21,Love Avenue,Mark,Andrews,0,Son,NA,Male,Child,None,NA
22,Love Avenue,Lynn,Abbott,57,Head,Single,Female,Science writer,None,Catholic
22,Love Avenue,Lynne,Holt,18,None,Single,Female,Student,None,NA
22,Love Avenue,Stanley,Dixon,23,None,Single,Male,Broadcast journalist,None,None
22,Love Avenue,Liam,Hope,33,None,Single,Male,Civil Service administrator,None,Methodist
22,Love Avenue,Judith,O'Neill,35,None,Single,Female,Unemployed,None,Catholic
22,Love Avenue,Judith,Parkinson,51,None,Single,Female,"Teacher, music",None,None
22,Love Avenue,Wayne,Smith,59,None,Single,Male,Barrister's clerk,None,Christian
22,Love Avenue,June,Gould,51,None,Single,Female,Television floor manager,None,Catholic
22,Love Avenue,Ronald,Fisher,28,None,Single,Male,Biomedical engineer,None,None
22,Love Avenue,Liam,Hughes,29,None,Single,Male,Data scientist,None,None
22,Love Avenue,Emma,Potter,54,None,Single,Female,"Scientist, research (maths)",None,Christian
22,Love Avenue,Douglas,Evans,40,None,Single,Male,Sports coach,None,None
23,Love Avenue,Julia,Hobbs,54,Head,Married,Female,Set designer,None,Christian
23,Love Avenue,Clive,Hobbs,51,Husband,Married,Male,Theatre stage manager,None,Christian
23,Love Avenue,Glen,Hobbs,17,Son,NA,Male,Student,None,NA
23,Love Avenue,Patricia,Jones,13,Daughter,NA,Female,Student,None,NA
23,Love Avenue,Howard,Jones,11,Son,NA,Male,Student,None,NA
24,Love Avenue,Judith,Page,45,Head,Married,Female,Immunologist,None,Catholic
24,Love Avenue,Brandon,Page,45,Husband,Married,Male,Nature conservation officer,None,Catholic
24,Love Avenue,Donald,Page,10,Son,NA,Male,Student,None,NA
24,Love Avenue,Alice,Page,8,Daughter,NA,Female,Student,None,NA
24,Love Avenue,Grace,Page,4,Daughter,NA,Female,Child,None,NA
24,Love Avenue,Amanda,Page,2,Daughter,NA,Female,Child,None,NA
24,Love Avenue,Reece,Page,0,Son,NA,Male,Child,None,NA
24,Love Avenue,Tracy,Webster,25,Lodger,Single,Female,Psychotherapist,None,Catholic
24,Love Avenue,Charlene,Yates,50,Sibling,Single,Female,Nutritional therapist,None,None
25,Love Avenue,Lindsey,Hill-Wyatt,82,Head,Married,Female,"Retired Surveyor, quantity",None,Christian
25,Love Avenue,Marcus,Hill-Wyatt,85,Husband,Married,Male,Retired Local government officer,None,None
25,Love Avenue,Charles,Hill-Wyatt,51,Son,Single,Male,Health service manager,None,None
25,Love Avenue,Bruce,Hill-Wyatt,46,Son,Single,Male,Dramatherapist,None,Christian
25,Love Avenue,Max,Hill-Wyatt,42,Son,Single,Male,Unemployed,None,Christian
25,Love Avenue,Gavin,Hill-Wyatt,39,Son,Single,Male,Energy engineer,None,None
25,Love Avenue,Shaun,Hill-Wyatt,36,Son,Single,Male,"Presenter, broadcasting",None,Christian
25,Love Avenue,Leonard,Hill-Wyatt,35,Son,Single,Male,Aeronautical engineer,None,None
25,Love Avenue,Jacob,Hill-Wyatt,33,Son,Divorced,Male,Solicitor,None,Christian
25,Love Avenue,Mohammed,Hill-Wyatt,33,Son,Divorced,Male,Passenger transport manager,None,Christian
25,Love Avenue,Callum,Hill-Wyatt,33,Son,Single,Male,Newspaper journalist,None,None
25,Love Avenue,Reece,Hill-Wyatt,6,Son,NA,Male,Student,None,NA
26,Love Avenue,Iain,Pope,61,Head,Married,Male,"Editor, film/video",None,Christian
26,Love Avenue,Natasha,Pope,55,Wife,Married,Female,Office manager,None,None
27,Love Avenue,Francesca,Walker,33,Head,Single,Female,Risk analyst,None,None
27,Love Avenue,Tony,Moore,31,Partner,Single,Male,Information systems manager,None,None
27,Love Avenue,Zoe,Walker,2,Daughter,NA,Female,Child,None,NA
27,Love Avenue,Natalie,Wallis,64,Lodger,Single,Female,"Education officer, community",None,None
27,Love Avenue,Jay,Spencer,52,Lodger,Single,Male,Unemployed,None,None
28,Love Avenue,Ashleigh,Robertson,55,Head,Single,Female,"Investment banker, operational",None,None
28,Love Avenue,Max,Forster,38,None,Single,Male,Furniture conservator/restorer,None,Catholic
28,Love Avenue,Raymond,Bell,32,None,Single,Male,"Editor, film/video",None,Methodist
28,Love Avenue,Sara,Perry,19,None,Single,Female,University Student,None,Muslim
28,Love Avenue,Vanessa,Gill,58,None,Single,Female,Unemployed,None,Catholic
29,Love Avenue,Ashleigh,Miller,43,Head,Married,Female,Software engineer,None,Catholic
29,Love Avenue,Robin,Miller,44,Husband,Married,Male,Cartographer,None,Catholic
29,Love Avenue,Mohammad,Miller,9,Son,NA,Male,Student,None,NA
29,Love Avenue,Kerry,Humphreys,61,Lodger,Single,Female,"Horticulturist, amenity",None,Christian
29,Love Avenue,Howard,Palmer,55,Visitor,Single,Male,Landscape architect,None,Christian
30,Love Avenue,Georgina,Lawrence,36,Head,Single,Female,Interpreter,None,Catholic
30,Love Avenue,Nicholas,Lawrence,4,Son,NA,Male,Child,None,NA
30,Love Avenue,Josephine,Lawrence,1,Daughter,NA,Female,Child,None,NA
30,Love Avenue,Victor,Lawrence,0,Son,NA,Male,Child,None,NA
30,Love Avenue,Denis,Smith,20,Lodger,Single,Male,University Student,None,Catholic
31,Love Avenue,Emma,Bradley,32,Head,Married,Female,Water quality scientist,None,None
31,Love Avenue,Adam,Bradley,34,Husband,Married,Male,Special educational needs teacher,None,None
31,Love Avenue,Daniel,Bradley,5,Son,NA,Male,Student,None,NA
31,Love Avenue,Mark,Bradley,4,Son,NA,Male,Child,None,NA
31,Love Avenue,Tracy,Bradley,2,Daughter,NA,Female,Child,None,NA
31,Love Avenue,Victoria,Bradley,0,Daughter,NA,Female,Child,None,NA
31,Love Avenue,Terence,Taylor,54,Sibling,Divorced,Male,"Designer, textile",None,Catholic
31,Love Avenue,Thomas,Jones,38,Lodger,Single,Male,Audiological scientist,None,None
31,Love Avenue,Clare,Miller,27,Lodger,Single,Female,"Production assistant, television",None,Christian
31,Love Avenue,Jamie,Parker,20,Lodger,Divorced,Male,University Student,None,None
32,Love Avenue,Clive,Moore,41,Head,Divorced,Male,Product manager,None,Christian
32,Love Avenue,Maureen,Moore,12,Daughter,NA,Female,Student,None,NA
32,Love Avenue,Jayne,Moore,10,Daughter,NA,Female,Student,None,NA
32,Love Avenue,Samantha,Jones,9,Daughter,NA,Female,Student,None,NA
32,Love Avenue,Louis,Jones,8,Son,NA,Male,Student,None,NA
32,Love Avenue,Rosemary,Jones,4,Daughter,NA,Female,Child,None,NA
32,Love Avenue,Sam,Jones,1,Son,NA,Male,Child,None,NA
32,Love Avenue,Colin,Fletcher,34,Lodger,Single,Male,"Buyer, retail",None,None
32,Love Avenue,Justin,Manning,45,Sibling,Divorced,Male,Housing manager/officer,None,Catholic
32,Love Avenue,Lynn,Lyons,48,Lodger,Single,Female,"Production designer, theatre/television/film",None,Christian
33,Love Avenue,Melanie,White,58,Head,Married,Female,"Radiographer, diagnostic",None,None
33,Love Avenue,Steven,White,57,Husband,Married,Male,Unemployed,None,None
33,Love Avenue,Amelia,White,23,Daughter,Single,Female,Restaurant manager,None,None
33,Love Avenue,Kelly,White,22,Daughter,Widowed,Female,University Student,None,None
33,Love Avenue,Ben,White,8,Son,NA,Male,Student,None,NA
34,Love Avenue,Sandra,Iqbal,69,Head,Married,Female,"Retired Engineer, production",None,Catholic
34,Love Avenue,Brandon,Iqbal,69,Husband,Married,Male,"Retired Teacher, English as a foreign language",None,Catholic
34,Love Avenue,Peter,Iqbal,37,Son,Single,Male,Radio broadcast assistant,None,Catholic
34,Love Avenue,Douglas,Iqbal,34,Son,Widowed,Male,Chartered certified accountant,None,Catholic
34,Love Avenue,Josh,Iqbal,34,Son,Single,Male,Chief of Staff,None,Catholic
34,Love Avenue,Lucy,Iqbal,34,Daughter,Single,Female,Music tutor,None,None
34,Love Avenue,Leon,Iqbal,30,Son,Single,Male,Secondary school teacher,None,Catholic
34,Love Avenue,Karl,Iqbal,28,Son,Divorced,Male,Marketing executive,None,Catholic
34,Love Avenue,Justin,Iqbal,28,Son,Divorced,Male,Commercial/residential surveyor,None,None
34,Love Avenue,Ronald,Iqbal,24,Son,Divorced,Male,Museum/gallery conservator,None,None
34,Love Avenue,Carolyn,Iqbal,17,Daughter,NA,Female,Student,None,NA
35,Love Avenue,Zoe,Swift,65,Head,Single,Female,"Buyer, industrial",None,Catholic
35,Love Avenue,Toby,Harper,66,Partner,Single,Male,Unemployed,None,Catholic
35,Love Avenue,Lynne,Swift,42,Daughter,Single,Female,Unemployed,None,None
35,Love Avenue,Maurice,Swift,38,Son,Single,Male,Musician,None,None
35,Love Avenue,Georgina,Warren,34,Daughter,Single,Female,Advice worker,None,None
35,Love Avenue,William,Talbot-Warren,32,Son,Single,Male,Art gallery manager,None,None
35,Love Avenue,Gordon,Talbot-Warren,29,Son,Single,Male,"Designer, blown glass/stained glass",None,Catholic
35,Love Avenue,Heather,Jackson-Talbot-Warren,26,Daughter,Single,Female,"Copywriter, advertising",None,Catholic
35,Love Avenue,Danielle,Glover,14,Daughter,NA,Female,Student,None,NA
36,Love Avenue,Cheryl,Kelly,22,Head,Divorced,Female,University Student,None,None
36,Love Avenue,Scott,Kelly,5,Son,NA,Male,Student,None,NA
36,Love Avenue,Sandra,Kelly,4,Daughter,NA,Female,Child,None,NA
36,Love Avenue,Jennifer,Kelly,1,Daughter,NA,Female,Child,None,NA
36,Love Avenue,Rebecca,Cartwright,35,Lodger,Single,Female,Broadcast journalist,None,Methodist
37,Love Avenue,Aaron,Briggs,56,Head,Married,Male,Automotive engineer,None,None
37,Love Avenue,Mandy,Briggs,54,Wife,Married,Female,Public house manager,None,None
37,Love Avenue,Nicola,Humphreys,17,Granddaughter,NA,Female,Student,None,NA
37,Love Avenue,Alexandra,Humphreys,4,Granddaughter,NA,Female,Child,None,NA
37,Love Avenue,Allan,Humphreys,3,Grandson,NA,Male,Child,None,NA
38,Love Avenue,Pamela,Harrison,64,Head,Married,Female,"Engineer, automotive",None,Methodist
38,Love Avenue,Reece,Harrison,66,Husband,Married,Male,English as a second language teacher,None,Methodist
38,Love Avenue,Eric,Harrison,39,Son,Single,Male,Garment/textile technologist,None,Methodist
38,Love Avenue,Natalie,Harrison,35,Daughter,Single,Female,Barista,None,None
38,Love Avenue,Thomas,Harrison,31,Son,Single,Male,Tourist information centre manager,None,Methodist
38,Love Avenue,Robin,Harrison,29,Son,Single,Male,Restaurant manager,None,None
38,Love Avenue,Jenna,Harrison,28,Daughter,Single,Female,Marketing executive,None,Methodist
38,Love Avenue,Francesca,Harrison,25,Daughter,Single,Female,Unemployed,None,Methodist
38,Love Avenue,Graeme,Harrison,12,Son,NA,Male,Student,None,NA
38,Love Avenue,Kathryn,Harrison,11,Daughter,NA,Female,Student,None,NA
38,Love Avenue,Vincent,Harrison,6,Son,NA,Male,Student,None,NA
38,Love Avenue,Rosie,Doyle,63,Lodger,Single,Female,Maintenance engineer,None,Christian
39,Love Avenue,Wendy,Doyle,42,Head,Married,Female,"Runner, broadcasting/film/video",None,Christian
39,Love Avenue,Gavin,Norton,42,Husband,Married,Male,Unemployed,None,Christian
39,Love Avenue,Reece,Doyle,13,Son,NA,Male,Student,None,NA
39,Love Avenue,Russell,Doyle,11,Son,NA,Male,Student,None,NA
39,Love Avenue,Sandra,Doyle,7,Daughter,NA,Female,Student,None,NA
40,Love Avenue,Anna,Hopkins,56,Head,Married,Female,Research scientist (physical sciences),None,Christian
40,Love Avenue,Abdul,Hopkins,58,Husband,Married,Male,Teaching laboratory technician,None,Christian
40,Love Avenue,Gareth,Hopkins,25,Son,Divorced,Male,Trading standards officer,None,Christian
40,Love Avenue,Sean,Hopkins,22,Son,Single,Male,University Student,None,Christian
40,Love Avenue,Maria,Hopkins,19,Daughter,Single,Female,University Student,None,None
40,Love Avenue,Lynne,Hopkins,18,Adopted Daughter,Single,Female,Student,None,None
40,Love Avenue,Paul,Hopkins,16,Adopted Son,NA,Male,Student,None,NA
40,Love Avenue,Jill,Hopkins,14,Daughter,NA,Female,Student,None,NA
40,Love Avenue,Joan,Hopkins,10,Daughter,NA,Female,Student,None,NA
41,Love Avenue,Deborah,Benson,42,Head,Married,Female,Leisure centre manager,None,Methodist
41,Love Avenue,Jeremy,Benson,39,Husband,Married,Male,Theme park manager,None,Methodist
41,Love Avenue,Geoffrey,Benson,17,Son,NA,Male,Student,None,NA
41,Love Avenue,Caroline,Benson,16,Daughter,NA,Female,Student,None,NA
41,Love Avenue,Natalie,Benson,15,Daughter,NA,Female,Student,None,NA
42,Love Avenue,Gemma,Morton,55,Head,Married,Female,Data processing manager,None,Christian
42,Love Avenue,Alex,Morton,57,Husband,Married,Male,"Engineer, electronics",None,Christian
42,Love Avenue,Hugh,Morton,22,Son,Single,Male,Unemployed,None,Christian
42,Love Avenue,Carl,Morton,22,Son,Single,Male,University Student,None,None
42,Love Avenue,Ian,Morton,15,Son,NA,Male,Student,None,NA
43,Love Avenue,Kathleen,Parker,40,Head,Divorced,Female,Curator,None,Christian
43,Love Avenue,Joseph,Parker,6,Son,NA,Male,Student,None,NA
43,Love Avenue,Alison,Parker,5,Daughter,NA,Female,Student,None,NA
43,Love Avenue,James,Parker,3,Son,NA,Male,Child,None,NA
43,Love Avenue,Sean,Parker,1,Son,NA,Male,Child,None,NA
43,Love Avenue,Philip,Parker,0,Son,NA,Male,Child,None,NA
43,Love Avenue,Martyn,Johnson,46,Lodger,Single,Male,Dancer,None,None
44,Love Avenue,Jennifer,Lewis,56,Head,Married,Female,Ergonomist,None,Christian
44,Love Avenue,Abdul,Lewis-Kent,56,Husband,Married,Male,Tax adviser,None,Christian
44,Love Avenue,Brenda,Lewis-Kent,31,Daughter,Single,Female,Unemployed,None,Christian
44,Love Avenue,Craig,Lewis-Kent,29,Son,Divorced,Male,"Psychotherapist, dance movement",None,None
44,Love Avenue,Bernard,Lewis-Kent,28,Son,Single,Male,"Runner, broadcasting/film/video",None,Christian
44,Love Avenue,Frank,Lewis-Kent,25,Son,Divorced,Male,Unemployed,None,None
44,Love Avenue,Margaret,Lewis-Kent,21,Daughter,Single,Female,University Student,None,Christian
44,Love Avenue,Wayne,Lewis-Kent,21,Son,Single,Male,University Student,None,Christian
44,Love Avenue,Marion,Lewis-Kent,20,Daughter,Single,Female,University Student,None,Christian
44,Love Avenue,Sarah,Lewis-Kent,19,Daughter,Single,Female,University Student,None,Christian
44,Love Avenue,Aimee,Lewis-Kent,14,Daughter,NA,Female,Student,None,NA
44,Love Avenue,Joan,Lewis-Kent,11,Daughter,NA,Female,Student,None,NA
45,Love Avenue,David,Griffiths,59,Head,Married,Male,"Pharmacist, hospital",None,Christian
45,Love Avenue,Samantha,Griffiths,56,Wife,Married,Female,"Accountant, chartered public finance",None,None
46,Love Avenue,Lucy,Wood,28,Head,Single,Female,Unemployed,None,None
46,Love Avenue,David,Ali,26,None,Single,Male,Clothing/textile technologist,None,None
46,Love Avenue,Melissa,Davies,36,None,Single,Female,Chief Technology Officer,None,Christian
46,Love Avenue,Wayne,Roberts,57,None,Single,Male,Retail manager,None,Catholic
46,Love Avenue,Sean,Doyle,58,None,Single,Male,"Scientist, water quality",None,Methodist
46,Love Avenue,Suzanne,Smith,38,None,Single,Female,"Engineer, structural",None,Methodist
46,Love Avenue,Jason,Davis,33,None,Single,Male,Location manager,None,Muslim
46,Love Avenue,Melissa,Steele,27,None,Single,Female,Tax adviser,None,Catholic
46,Love Avenue,Carol,Rogers,57,None,Single,Female,"Engineer, agricultural",None,Christian
46,Love Avenue,Jennifer,Watkins,44,None,Single,Female,Museum education officer,None,Christian
46,Love Avenue,Alison,Wall,26,None,Single,Female,Therapeutic radiographer,None,None
46,Love Avenue,Adrian,Hale,58,None,Single,Male,Data scientist,None,None
46,Love Avenue,Kathleen,Chan,63,None,Single,Female,Homeopath,None,Methodist
46,Love Avenue,Anthony,Wright,63,None,Single,Male,Unemployed,None,Catholic
46,Love Avenue,Abigail,Nolan,57,None,Single,Female,"Administrator, arts",None,Catholic
46,Love Avenue,Rosemary,Ellis,40,None,Single,Female,Geographical information systems officer,None,Catholic
46,Love Avenue,Lorraine,Carr,54,None,Single,Female,Gaffer,None,None
46,Love Avenue,Gerald,Holt,36,None,Single,Male,"Optician, dispensing",None,Catholic
46,Love Avenue,Susan,Begum,60,None,Single,Female,"Scientist, product/process development",None,Christian
47,Love Avenue,Oliver,Jackson,76,Head,Married,Male,"Retired Engineer, civil (consulting)",None,Christian
47,Love Avenue,Chloe,Jackson,71,Wife,Married,Female,Retired Manufacturing engineer,None,Christian
47,Love Avenue,Kevin,Williams,15,Grandson,NA,Male,Student,None,NA
47,Love Avenue,Georgina,Williams,12,Granddaughter,NA,Female,Student,None,NA
47,Love Avenue,Harriet,Williams,11,Granddaughter,NA,Female,Student,None,NA
48,Love Avenue,Lynn,Young,48,Head,Divorced,Female,Water engineer,None,Christian
48,Love Avenue,Conor,Young,15,Son,NA,Male,Student,None,NA
49,Love Avenue,Hannah,Johnson,78,Head,Married,Female,Retired Midwife,None,Methodist
49,Love Avenue,John,Johnson,82,Husband,Married,Male,Retired Holiday representative,None,Methodist
49,Love Avenue,Jonathan,Johnson,44,Son,Single,Male,"Social research officer, government",None,Methodist
49,Love Avenue,Elaine,Johnson,42,Daughter,Single,Female,Insurance broker,None,Methodist
49,Love Avenue,Wayne,Johnson,39,Son,Widowed,Male,Commercial horticulturist,None,None
50,Love Avenue,Donna,Campbell,37,Head,Married,Female,"Programmer, multimedia",None,Methodist
50,Love Avenue,Clifford,Campbell,38,Husband,Married,Male,"Education officer, community",None,Methodist
50,Love Avenue,Dennis,Campbell,18,Son,Single,Male,Student,None,Methodist
50,Love Avenue,Brenda,Campbell,14,Daughter,NA,Female,Student,None,NA
50,Love Avenue,Stacey,Campbell,14,Daughter,NA,Female,Student,None,NA
51,Love Avenue,Max,Adams,49,Head,Married,Male,Police officer,None,Catholic
51,Love Avenue,Kelly,Adams,50,Wife,Married,Female,Insurance account manager,None,Catholic
51,Love Avenue,Rebecca,Adams,23,Daughter,Single,Female,Retail banker,None,Catholic
51,Love Avenue,Caroline,Adams,19,Daughter,Single,Female,University Student,None,Catholic
51,Love Avenue,Gerard,Adams,13,Son,NA,Male,Student,None,NA
51,Love Avenue,Tina,Adams,11,Daughter,NA,Female,Student,None,NA
51,Love Avenue,Georgia,Adams,7,Daughter,NA,Female,Student,None,NA
51,Love Avenue,Lynne,Adams,5,Daughter,NA,Female,Student,None,NA
51,Love Avenue,Amelia,Adams,3,Daughter,NA,Female,Child,None,NA
